,TF,target,scenic_weight
0,Atf3,Desi2,0.3408455952949816
1,Atf3,Foxa3,0.4832658998799346
2,Atf3,H3f3b,0.6178875221404315
3,Atf3,Rab3c,0.3891136699238698
4,Atf3,Nop16,0.520209030148658
5,Atf3,Zbtb7b,0.6008990759280833
6,Atf3,Mxi1,1.8951925049935316
7,Atf3,Pnpla6,0.3522440191613367
8,Atf3,Polrmt,0.3532808712447136
9,Atf3,Rpl23a,0.4036280099388326
10,Atf3,Tmod3,0.6979469105845235
11,Atf3,Trmt10b,2.1373864055162883
12,Atf3,Bahcc1,0.6301643782215258
13,Atf3,Rpl7,1.6212606442702138
14,Atf3,Nrde2,0.45299120347817445
15,Atf3,Ggps1,0.3530669430672493
16,Atf3,Fam53c,0.41830701037978574
17,Atf3,Btg2,2.7974521312155103
18,Atf3,Serpina1e,0.779578718428825
19,Atf3,Hps1,0.9793400068045737
20,Atf3,Mesp2,1.1150518536296834
21,Atf3,Snn,2.072233158368352
22,Atf3,Micu3,1.0712904317674317
23,Atf3,Usf3,3.697403990678503
24,Atf3,Grn,0.7537011490886454
25,Atf3,Rhpn2,0.891696704087634
26,Atf3,Rgs17,5.16252731107347
27,Atf3,Tspan6,1.0288525152194004
28,Atf3,Klhdc2,1.0170199919573277
29,Atf3,Dgke,1.584399730295128
30,Atf3,Chd6,1.2262837336024144
31,Atf3,Psme3,1.3228765336080637
32,Atf3,Alg10b,0.9744487110060198
33,Atf3,Bambi,1.5409819398281965
34,Atf3,Cbfa2t3,0.8360766415234514
35,Atf3,Arhgef2,0.8540484101714491
36,Atf3,St8sia2,2.0400447615623225
37,Atf3,Prom1,1.0587205367878045
38,Atf3,Shc2,1.0564953087267455
39,Atf3,Arglu1,1.041490623344315
40,Atf3,Grasp,1.5086523875736186
41,Atf3,Mfap4,1.2642446965121317
42,Atf3,Cd200,3.5095482570699312
43,Atf3,Klc3,1.9782910062688635
44,Atf3,Shf,1.986607713239044
45,Atf3,Cacna2d1,1.332418788094882
46,Atf3,Wdr61,1.5707476408655459
47,Atf3,Hmgn1,0.38431831404941214
48,Atf3,Plpp2,1.390387839867243
49,Atf3,1810043G02Rik,0.8561506456917415
50,Atf3,Slc3a2,0.7074616993843403
51,Atf3,Rasa2,1.2765291042245286
52,Atf3,Fblim1,1.561343146406645
53,Atf3,Mta1,2.8622763694407283
54,Atf3,Cast,1.4131258823512025
55,Atf3,Camsap3,1.8961925432400362
56,Atf3,Dirc2,0.8640693575136821
57,Atf3,C77080,1.2239456896010845
58,Atf3,Hspbap1,0.6778725196217681
59,Atf3,Pygl,1.103006724284889
60,Atf3,Mtg1,0.6669535372811596
61,Atf3,Bmp7,0.564770859899968
62,Atf3,Lrrn3,0.8381583311173936
63,Atf3,Gdap1l1,2.327863374129464
64,Atf3,Elovl1,1.5037586983110378
65,Atf3,Setd2,0.18894449564634866
