,TF,target,scenic_weight
0,Atf1,Cmpk2,0.4117242440824407
1,Atf1,Ddx10,1.290283445774192
2,Atf1,Ddx56,0.41889243084506617
3,Atf1,Ctbp2,0.5440555315109286
4,Atf1,Cthrc1,0.35177505707124335
5,Atf1,Arl5b,0.45337032529667665
6,Atf1,Setd3,1.9579400723393874
7,Atf1,Fhl2,1.3706854416486995
8,Atf1,Lin7a,0.5267902471207909
9,Atf1,Tcf4,1.984527203310183
10,Atf1,Dhx8,0.3719948205471283
11,Atf1,Utp3,0.8617995438863616
12,Atf1,Tmem230,0.8217811451629445
13,Atf1,Gabpb1,1.295581838494595
14,Atf1,Mtx2,0.9991611080728185
15,Atf1,Zfp322a,1.986390406837948
16,Atf3,Tssc1,0.4877419590141305
17,Atf3,Sema3c,0.4441481693899945
18,Atf3,St8sia2,1.9031315678764094
19,Atf3,Jade3,0.41631615406149247
20,Atf3,Pdlim5,0.8723012729433766
21,Atf3,Chd6,3.5283048523697795
22,Atf3,Yipf4,0.6848665843051618
23,Atf3,Cast,1.172034191687534
24,Atf3,Cr1l,0.3557813748623781
25,Atf3,Pigu,0.8538755807180016
26,Atf3,Rgma,0.8799917752181777
27,Atf3,Ccdc61,0.4781875142846648
28,Atf3,Elavl4,1.548203861584814
29,Atf3,Rps20,0.5032812113528747
30,Atf3,Neurog3,0.8519545413208406
31,Atf3,Cacna2d1,1.033130285691232
32,Atf3,2410018L13Rik,1.0718657138600267
33,Atf3,Tmod3,0.5201110368933868
34,Atf3,Atxn7l3b,0.43889062419430686
35,Atf3,Bambi,1.9320050278339278
36,Atf3,Zcchc11,0.3282444573512315
37,Atf3,Usf3,2.5655070578470482
38,Atf3,Lamb1,1.114111528685188
39,Atf3,Tia1,1.4973985382417754
40,Atf3,Micu3,0.5334246364027326
41,Atf3,Camk2n2,0.4531396651519124
42,Atf3,Wwp1,0.8911873979893123
43,Atf3,Ubap1,0.39973939161975147
44,Atf3,Ubtd2,1.2788544498933618
45,Atf3,Cdkl2,0.41811426312234545
46,Atf3,Tex30,1.2799131243007973
47,Atf3,Celf2,0.7000937495017874
48,Atf3,Epb41,0.5220885098504426
49,Atf3,Siah2,0.9637571902920189
50,Atf3,Csf2ra,0.4441431952703642
51,Atf3,Prim2,0.7614473820471858
52,Atf3,Trim25,0.510685920420313
53,Atf3,Syncrip,0.4639135306501378
54,Atf3,Elavl1,0.3487744489479208
