,TF,target
97,Cebpa,Hdac7
98,Cebpa,Kdm3a
99,Cebpa,Lad1
100,Cebpa,Mafk
101,Cebpa,Net1
102,Cebpa,Noc4l
103,Cebpa,Rbm47
104,Cebpa,Slc43a2
105,Cebpa,Them4
106,Cebpa,Topbp1
107,Cebpa,Topors
108,Cebpa,Usp36
109,Cebpa,Zfp438
110,Cebpa,Zfp839
111,Cebpb,Bace2
112,Cebpb,Bnip3
113,Cebpb,Bora
114,Cebpb,Cln6
115,Cebpb,Coch
116,Cebpb,Ctnna2
117,Cebpb,Cyb5r1
118,Cebpb,Engase
119,Cebpb,Fam118a
120,Cebpb,Foxj2
121,Cebpb,Hmgxb4
122,Cebpb,Idh1
123,Cebpb,Igsf1
124,Cebpb,Mapk14
125,Cebpb,Med16
126,Cebpb,Naga
127,Cebpb,Pcnx
128,Cebpb,Pign
129,Cebpb,Ppm1b
130,Cebpb,Ppm1k
131,Cebpb,Prss23
132,Cebpb,Ptprz1
133,Cebpb,Rb1cc1
134,Cebpb,Selenbp1
135,Cebpb,Son
136,Cebpb,Stau1
137,Cebpb,Syn2
138,Cebpb,Tax1bp1
139,Cebpb,Tmem57
140,Cebpb,Ubac2
141,Cebpb,Zfyve16
142,Cebpg,Cds1
143,Cebpg,Mfsd6
144,Cebpg,Pde7a
145,Cebpg,Rfx3
146,Cebpg,Tbl1x
147,Churc1,Fam129a
148,Churc1,Ptpn13
149,Clock,Galnt1
150,Clock,P2ry1
151,Clock,Qk
152,Cux1,Naa50
153,Deaf1,Arf6
154,Deaf1,Azin1
155,Deaf1,Cab39
156,Deaf1,Fbxw7
157,Deaf1,Gng12
158,Deaf1,Map3k2
159,Deaf1,Pkn2
160,Deaf1,Ppp2r3a
161,Deaf1,Snrk
162,Deaf1,Snx13
163,Deaf1,Snx16
164,Deaf1,Tmem229a
165,Dido1,Cacna2d1
166,Dido1,Cdh2
167,Dido1,Cul2
168,Dido1,Hook1
169,Dido1,Luzp1
170,Dido1,Mpdz
171,Dido1,Pcmtd1
172,Dido1,Pik3r1
173,Dido1,Ptar1
174,Dido1,Rnf217
175,Dido1,Slc4a7
176,Dido1,Zfp518a
177,E2f1,2010300C02Rik
178,E2f1,4833418N02Rik
179,E2f1,4931428F04Rik
180,E2f1,5031439G07Rik
181,E2f1,Abt1
182,E2f1,Afap1
183,E2f1,Akap1
184,E2f1,Ankrd13d
185,E2f1,Arhgef7
186,E2f1,Arvcf
187,E2f1,Asb8
188,E2f1,Atad1
189,E2f1,B4galt6
190,E2f1,BC052040
191,E2f1,Btbd19
192,E2f1,Cadps
193,E2f1,Casp3
194,E2f1,Casz1
195,E2f1,Clpb
196,E2f1,Cmip
197,E2f1,Col11a2
198,E2f1,Crot
199,E2f1,Csrp1
200,E2f1,Cyb5r1
201,E2f1,Dhx8
202,E2f1,Dlg4
203,E2f1,E130309D02Rik
204,E2f1,Faf2
205,E2f1,Fah
206,E2f1,Fam198a
207,E2f1,Fam60a
208,E2f1,Gart
209,E2f1,Gpx7
210,E2f1,Ints2
211,E2f1,Ints6
212,E2f1,Kdm4c
213,E2f1,Lmnb2
214,E2f1,Map2k1
215,E2f1,Mcm3
216,E2f1,Mtmr3
217,E2f1,Nhlrc3
218,E2f1,Pak7
219,E2f1,Pcdh9
220,E2f1,Pola1
221,E2f1,Ppp1r14a
222,E2f1,Prkag2
223,E2f1,Rhbdd3
224,E2f1,Rock2
225,E2f1,Rpl31
226,E2f1,Rrn3
227,E2f1,Serpina1b
228,E2f1,Sh3bp2
229,E2f1,Tbcel
230,E2f1,Tmem64
231,E2f1,Tnfaip1
232,E2f1,Ube3a
233,E2f1,Ubxn7
234,E2f1,Usp34
235,E2f1,Utp3
236,Egr1,Arhgef16
237,Egr1,Arih2
238,Egr1,Atad1
239,Egr1,Bclaf1
240,Egr1,Btf3
241,Egr1,Cdkn2aip
242,Egr1,Ctcf
243,Egr1,Dusp1
244,Egr1,Efcab2
245,Egr1,Fam135a
246,Egr1,Fam53b
247,Egr1,Fbxw7
248,Egr1,Gm11837
249,Egr1,Ier2
250,Egr1,Nab2
251,Egr1,Nr1h2
252,Egr1,Pcmtd1
253,Egr1,Rap1gds1
254,Egr1,Rgs17
255,Egr1,Rpl34
256,Egr1,Rps16
257,Egr1,Rsbn1l
258,Egr1,Skap2
259,Egr1,Smap1
260,Egr1,Tmem41b
261,Egr1,Tsc22d1
262,Egr1,Tspan12
263,Egr1,Zc3h13
264,Egr1,Zcchc6
265,Egr1,Zcchc7
266,Egr1,Zfp131
267,Egr1,Zfp62
268,Elf1,1110037F02Rik
269,Elf1,Akirin2
270,Elf1,Ankrd12
271,Elf1,Arhgap21
272,Elf1,Armt1
273,Elf1,B3gat3
274,Elf1,Bnip3l
275,Elf1,Brwd3
276,Elf1,Casz1
277,Elf1,Ccdc122
278,Elf1,Ccnl1
279,Elf1,Cmtm7
280,Elf1,Cstf3
281,Elf1,Cyfip1
282,Elf1,Dmtf1
283,Elf1,Dnajc11
284,Elf1,Efcab2
285,Elf1,Fam208a
286,Elf1,Fam214a
287,Elf1,Flcn
288,Elf1,Gabpb1
289,Elf1,Gclc
290,Elf1,Gm11837
291,Elf1,Gpr160
292,Elf1,Hspa4
293,Elf1,Il3ra
294,Elf1,Ino80
295,Elf1,Ints12
296,Elf1,Krr1
297,Elf1,Lancl3
298,Elf1,Lhx1
299,Elf1,Lrrc58
300,Elf1,Mdm4
301,Elf1,Myl12b
302,Elf1,Mypop
303,Elf1,Nhp2
304,Elf1,Nr2f2
305,Elf1,Nsd1
306,Elf1,Ostf1
307,Elf1,Pam
308,Elf1,Pard3b
309,Elf1,Pbrm1
310,Elf1,Pfn2
311,Elf1,Ppih
312,Elf1,Raly
313,Elf1,Rap1a
314,Elf1,Rbm45
315,Elf1,Rmdn1
316,Elf1,Rnf111
317,Elf1,Rnft1
318,Elf1,Rsf1
319,Elf1,Rtn4rl1
320,Elf1,Scaf11
321,Elf1,Slitrk6
322,Elf1,Snrpe
323,Elf1,Sox6
324,Elf1,Spry2
325,Elf1,Thra
326,Elf1,Thrap3
327,Elf1,Tm9sf2
328,Elf1,Tmem126b
329,Elf1,Tmem260
330,Elf1,Trim26
331,Elf1,Tsc22d1
332,Elf1,Ube2l3
333,Elf1,Ube2v2
334,Elf1,Ubxn7
335,Elf1,Usp45
336,Elf1,Wdr37
337,Elf1,Wdr48
338,Elf1,Wnk1
339,Elf1,Zbtb1
340,Elf1,Zfp626
341,Elf1,Zfp677
342,Elf1,Zfp800
343,Elf2,Atp6v1d
344,Elf2,Cacna2d1
345,Elf2,Cars2
346,Elf2,Ccdc126
347,Elf2,Cnot6l
348,Elf2,Ddx10
349,Elf2,Dr1
350,Elf2,Exoc2
351,Elf2,Gapvd1
352,Elf2,Gnl2
353,Elf2,Grb10
354,Elf2,Ift22
355,Elf2,Luzp1
356,Elf2,Mapre3
357,Elf2,Mcl1
358,Elf2,Mpped2
359,Elf2,Pcbp1
360,Elf2,Phip
361,Elf2,Polr3h
362,Elf2,Prpf3
363,Elf2,Rab14
364,Elf2,Rbm34
365,Elf2,Rpf2
366,Elf2,Sall2
367,Elf2,Slc20a2
368,Elf2,Srd5a3
369,Elf2,Stxbp5l
370,Elf2,Tmem167
371,Elf2,Tram1l1
372,Elf2,Uimc1
373,Elf2,Usp38
374,Elf2,Zswim6
375,Elf3,Atxn7l3b
376,Elf3,Bax
377,Elf3,Bola2
378,Elf3,Btf3
379,Elf3,Camsap2
380,Elf3,Cbfb
381,Elf3,Cfap20
382,Elf3,Chchd5
383,Elf3,Cited2
384,Elf3,Ckap5
385,Elf3,Clcn3
386,Elf3,Cpeb4
387,Elf3,Dlg1
388,Elf3,Eef1a1
389,Elf3,Eif3m
390,Elf3,Eif4h
391,Elf3,Exoc5
392,Elf3,Extl3
393,Elf3,Fbxl20
394,Elf3,Gjc1
395,Elf3,Golga5
396,Elf3,Hepacam2
397,Elf3,Ino80d
398,Elf3,Irf2bpl
399,Elf3,Isca1
400,Elf3,Lmo4
401,Elf3,Lsg1
402,Elf3,Man1b1
403,Elf3,Mapre2
404,Elf3,Med7
405,Elf3,Mmgt1
406,Elf3,Msl3
407,Elf3,Mta2
408,Elf3,Mtfr1
409,Elf3,Nckap5l
410,Elf3,Nedd4
411,Elf3,Parp12
412,Elf3,Pax6
413,Elf3,Pcna
414,Elf3,Pdcd2
415,Elf3,Phkg2
416,Elf3,Pianp
417,Elf3,Plxdc2
418,Elf3,Pnisr
419,Elf3,Polr1d
420,Elf3,Ppid
421,Elf3,Ppp1r11
422,Elf3,Ppp2ca
423,Elf3,Prkdc
424,Elf3,Prpf6
425,Elf3,R3hcc1l
426,Elf3,Rab6a
427,Elf3,Rbck1
428,Elf3,Rnf167
429,Elf3,Rock1
430,Elf3,Rpl21
431,Elf3,Rps19
432,Elf3,Rtf1
433,Elf3,Sdhaf2
434,Elf3,Serinc1
435,Elf3,Sharpin
436,Elf3,Slc25a40
437,Elf3,Spopl
438,Elf3,Srek1
439,Elf3,Ssbp2
440,Elf3,Syt4
441,Elf3,Tbpl1
442,Elf3,Tspyl1
443,Elf3,Uchl5
444,Elf3,Zfp324
445,Elf3,Zfp810
446,Elf3,Zmym4
447,Elf3,Zrsr1
448,Elf4,AI314180
449,Elf4,Slc11a2
450,Elf4,Ube3a
451,Elk1,5730508B09Rik
452,Elk1,Adgrg1
453,Elk1,Cacna1c
454,Elk1,Casz1
455,Elk1,Cd40
456,Elk1,Cer1
457,Elk1,Coro1c
458,Elk1,Dmxl1
459,Elk1,Dpy19l1
460,Elk1,Dpy19l4
461,Elk1,Eif1b
462,Elk1,Eif4ebp2
463,Elk1,Exoc2
464,Elk1,Flnc
465,Elk1,Fmr1
466,Elk1,Glg1
467,Elk1,Igfbp4
468,Elk1,Kcnh8
469,Elk1,Kdm6a
470,Elk1,Klhl36
471,Elk1,Lcorl
472,Elk1,Lig3
473,Elk1,Lipt2
474,Elk1,Mgat1
475,Elk1,Mtif2
476,Elk1,Nasp
477,Elk1,Ncald
478,Elk1,Ncaph2
479,Elk1,Nedd9
480,Elk1,Nmt2
481,Elk1,Olfm1
482,Elk1,Phc2
483,Elk1,Rab14
484,Elk1,Rest
485,Elk1,Setd2
486,Elk1,Sfr1
487,Elk1,Sh3pxd2a
488,Elk1,Slc35g2
489,Elk1,Slc38a8
490,Elk1,Smad1
491,Elk1,Tab3
492,Elk1,Tgfa
493,Elk1,Thoc7
494,Elk1,Tmem33
495,Elk1,Upf1
496,Elk1,Usp12
497,Elk1,Zdhhc13
498,Elk1,Zfp111
499,Elk1,Zfp593
500,Elk1,Zfp800
501,Elk1,Zwint
502,Elk3,Ebag9
503,Elk3,Enpp2
504,Elk3,Higd1a
505,Elk3,Il6st
506,Elk3,Ldlr
507,Elk3,Mbnl1
508,Elk3,Metap1
509,Elk3,Mpp6
510,Elk3,Nr6a1
511,Elk3,Ptpdc1
512,Elk3,Rnf217
513,Elk3,Tmem229b
514,Elk3,Tspo
515,Elk4,4933427D14Rik
516,Elk4,Abce1
517,Elk4,Aco1
518,Elk4,Actn1
519,Elk4,Amfr
520,Elk4,Ap3b1
521,Elk4,Armcx4
522,Elk4,Atxn7l3b
523,Elk4,Bik
524,Elk4,C530008M17Rik
525,Elk4,Capn5
526,Elk4,Casp3
527,Elk4,Cggbp1
528,Elk4,Cln5
529,Elk4,Cobll1
530,Elk4,Cops7b
531,Elk4,Cstf2t
532,Elk4,E130308A19Rik
533,Elk4,Elk3
534,Elk4,Enpep
535,Elk4,Fbxo11
536,Elk4,Fry
537,Elk4,Grina
538,Elk4,Igf2bp3
539,Elk4,Kdm3b
540,Elk4,Klhl28
541,Elk4,Kmt2c
542,Elk4,Lhfpl2
543,Elk4,Lrrc8b
544,Elk4,Map3k9
545,Elk4,Mcl1
546,Elk4,Mplkip
547,Elk4,Ncor1
548,Elk4,Nr6a1
549,Elk4,Pianp
550,Elk4,Plekhm1
551,Elk4,Prom1
552,Elk4,Ptpn18
553,Elk4,Rad17
554,Elk4,Rbfox3
555,Elk4,Rev1
556,Elk4,Rfesd
557,Elk4,Scaper
558,Elk4,Sf3a3
559,Elk4,Sft2d3
560,Elk4,Sgf29
561,Elk4,Sorbs2
562,Elk4,Stx16
563,Elk4,Supt3
564,Elk4,Syt11
565,Elk4,Tbpl1
566,Elk4,Tceal8
567,Elk4,Tex30
568,Elk4,Tipin
569,Elk4,Tmem106b
570,Elk4,Trpc4
571,Elk4,Ube3c
572,Elk4,Ubr5
573,Elk4,Usp6nl
574,Elk4,Wdfy3
575,Elk4,Wdr12
576,Elk4,Ybey
577,Elk4,Zfp24
578,Elk4,Zfp523
579,Elk4,Zfp707
580,Ep300,Asns
581,Ep300,Birc6
582,Ep300,Ccdc77
583,Ep300,Ccnc
584,Ep300,Chordc1
585,Ep300,Ercc3
586,Ep300,Erlin2
587,Ep300,Nfatc4
588,Ep300,Pdcd10
589,Ep300,Scaf8
590,Ep300,Srp19
591,Ep300,Stk3
592,Ep300,Usp8
593,Ep300,Usp9x
594,Ep300,Zc3h15
595,Ep300,Zfp646
596,Erf,1600020E01Rik
597,Erf,Abhd17b
598,Erf,Aff4
599,Erf,Ahi1
600,Erf,Aplp2
601,Erf,Asap1
602,Erf,Asic2
603,Erf,Cdkn2aip
604,Erf,Cept1
605,Erf,Clstn2
606,Erf,Copb1
607,Erf,Cpne3
608,Erf,Enox1
609,Erf,Fam204a
610,Erf,Fam208b
611,Erf,Frs2
612,Erf,Fxr1
613,Erf,Hdac5
614,Erf,Hhex
615,Erf,Homer1
616,Erf,Ipo5
617,Erf,Itpripl1
618,Erf,Lhx1os
619,Erf,Map9
620,Erf,Mtus2
621,Erf,Orc4
622,Erf,Pcbp2
623,Erf,Phtf1os
624,Erf,Prkaa1
625,Erf,Sema4c
626,Erf,Sertad2
627,Erf,Tax1bp1
628,Erf,Tle1
629,Erf,Tlk2
630,Erf,Tmem229a
631,Erf,Txndc12
632,Erf,Vps4a
633,Erf,Ypel5
634,Erf,Zbtb25
635,Erf,Zfp512
636,Erf,Zfp575
637,Erf,Zfp688
638,Erf,Zfp84
639,Ets2,Atxn2
640,Ets2,Ctif
641,Ets2,Dgkd
642,Ets2,Eif3j1
643,Ets2,Fstl1
644,Ets2,Grik5
645,Ets2,Igf2
646,Ets2,Kansl1
647,Ets2,Krt10
648,Ets2,Mettl15
649,Ets2,Mns1
650,Ets2,Ncald
651,Ets2,Nr1d2
652,Ets2,Oma1
653,Ets2,Pdzd4
654,Ets2,Rufy1
655,Ets2,Smad1
656,Ets2,Tdrkh
657,Ets2,Ttc3
658,Ets2,Ube2w
659,Ets2,Unc80
660,Ets2,Usp37
661,Ets2,Usp9x
662,Ets2,Vldlr
663,Ets2,Wdr43
664,Ets2,Xpo6
665,Ets2,Zc2hc1a
666,Ets2,Zfp592
667,Etv1,Armt1
668,Etv1,Atxn7l3b
669,Etv1,Baz2b
670,Etv1,Carf
671,Etv1,Cisd2
672,Etv1,Ddx59
673,Etv1,Dgcr8
674,Etv1,Dr1
675,Etv1,Eif3e
676,Etv1,Faxc
677,Etv1,Foxp1
678,Etv1,Gabpb1
679,Etv1,Grb10
680,Etv1,H2afv
681,Etv1,Klf6
682,Etv1,Lclat1
683,Etv1,Lmbrd1
684,Etv1,Lrrc58
685,Etv1,Lurap1l
686,Etv1,Magi3
687,Etv1,Nsa2
688,Etv1,Pex13
689,Etv1,Pnp
690,Etv1,Pou3f4
691,Etv1,Rgs17
692,Etv1,Rnf138
693,Etv1,Runx1t1
694,Etv1,Serinc1
695,Etv1,Sfxn2
696,Etv1,Spg20
697,Etv1,Thumpd2
698,Etv1,Tle1
699,Etv1,Usp3
700,Etv1,Vps4b
701,Etv1,Wsb1
702,Etv3,Bdnf
703,Etv3,Elk4
704,Etv3,Mbd5
705,Etv3,Mpp5
706,Etv3,Tcf4
707,Etv4,Abi2
708,Etv4,Aim1l
709,Etv4,Asb7
710,Etv4,Atp11b
711,Etv4,Cacnb1
712,Etv4,Car9
713,Etv4,Casc3
714,Etv4,Chn2
715,Etv4,Clcn3
716,Etv4,Cyth3
717,Etv4,Dab1
718,Etv4,Dgcr8
719,Etv4,Dusp16
720,Etv4,Gaa
721,Etv4,Gle1
722,Etv4,Igf2bp1
723,Etv4,Jarid2
724,Etv4,Lrch1
725,Etv4,Lysmd3
726,Etv4,Map3k6
727,Etv4,Med14
728,Etv4,Mlec
729,Etv4,Nsg1
730,Etv4,Pip4k2a
731,Etv4,Rarg
732,Etv4,Runx1
733,Etv4,Rwdd2b
734,Etv4,Scrib
735,Etv4,Sh2b3
736,Etv4,Sirt1
737,Etv4,Slc52a3
738,Etv4,Smim14
739,Etv4,Tm9sf4
740,Etv4,Tnfrsf21
741,Etv4,Txnl4a
742,Etv4,Ulk2
743,Etv4,Zfp827
744,Etv4,Zfx
745,Etv5,2300009A05Rik
746,Etv5,Amfr
747,Etv5,Ankrd28
748,Etv5,Apc
749,Etv5,Aplp2
750,Etv5,Btg3
751,Etv5,Cast
752,Etv5,Dnttip2
753,Etv5,Dram2
754,Etv5,Dusp22
755,Etv5,Dusp6
756,Etv5,Fam160a2
757,Etv5,Fam160b1
758,Etv5,Fbxl3
759,Etv5,Fbxw7
760,Etv5,Fnbp1l
761,Etv5,Frs2
762,Etv5,Hdlbp
763,Etv5,Jag1
764,Etv5,Lamb1
765,Etv5,Lancl3
766,Etv5,Lbr
767,Etv5,Map3k3
768,Etv5,Mfap3
769,Etv5,Nr2f2
770,Etv5,Pbx3
771,Etv5,Pctp
772,Etv5,Pgrmc2
773,Etv5,Ppig
774,Etv5,Prkacb
775,Etv5,Pygb
776,Etv5,Rab11fip4
777,Etv5,Rbm12b2
778,Etv5,Sec61a2
779,Etv5,Skap2
780,Etv5,Slc16a2
781,Etv5,Spata1
782,Etv5,Stam
783,Etv5,Ubn2
784,Etv5,Ulk4
785,Etv5,Usp6nl
786,Etv5,Xk
787,Etv5,Ythdc1
788,Etv5,Zbtb11
789,Etv5,Zdhhc3
790,Etv5,Zfp560
791,Fev,1110012L19Rik
792,Fev,Atp1b3
793,Fev,Btf3
794,Fev,Cab39
795,Fev,Chgb
796,Fev,Cops2
797,Fev,Eef2
798,Fev,Eif1
799,Fev,Eif3e
800,Fev,Errfi1
801,Fev,Foxp1
802,Fev,Gnao1
803,Fev,Grb10
804,Fev,Gspt1
805,Fev,Gtf2e2
806,Fev,Hmga2
807,Fev,Hmgn3
808,Fev,Hnrnpk
809,Fev,Irf2bpl
810,Fev,Maff
811,Fev,Map1b
812,Fev,Mpped2
813,Fev,Nipbl
814,Fev,Nono
815,Fev,Pabpc1
816,Fev,Pafah1b1
817,Fev,Pax6
818,Fev,Pdcd10
819,Fev,Peli1
820,Fev,Phip
821,Fev,Ppp1r14c
822,Fev,Rab14
823,Fev,Rap1a
824,Fev,Rpl21
825,Fev,Runx1t1
826,Fev,Sept7
827,Fev,Serpini1
828,Fev,Spop
829,Fev,Tax1bp1
830,Fev,Tox3
831,Fev,Tpbg
832,Fev,Tsc22d1
833,Fev,Ube3a
834,Fev,Usp34
835,Fev,Wdr12
836,Fos,AI467606
837,Fos,Abl1
838,Fos,Aldoa
839,Fos,Arc
840,Fos,Arhgef16
841,Fos,Baiap2l1
842,Fos,Chgb
843,Fos,Clcn5
844,Fos,Dusp1
845,Fos,Egr1
846,Fos,Errfi1
847,Fos,Fosb
848,Fos,Fxyd6
849,Fos,Gnao1
850,Fos,Gpx3
851,Fos,H3f3b
852,Fos,Hhex
853,Fos,Ier2
854,Fos,Irf2bpl
855,Fos,Junb
856,Fos,Jund
857,Fos,Kcnmb2
858,Fos,Lgals3bp
859,Fos,Malat1
860,Fos,Mapre2
861,Fos,Med30
862,Fos,Npepl1
863,Fos,Pak3
864,Fos,Pank1
865,Fos,Pcsk2
866,Fos,Ppard
867,Fos,Prdm2
868,Fos,Rad21
869,Fos,Samd4b
870,Fos,Slc39a11
871,Fos,Surf4
872,Fos,Tet3
873,Fos,Tsc22d1
874,Fos,Ttr
875,Fos,Ubc
876,Fos,Vim
877,Fos,Zbtb20
878,Fos,Zfyve16
879,Fosb,C1qtnf6
880,Fosb,Canx
881,Fosb,Cbln1
882,Fosb,Fbln2
883,Fosb,Frzb
884,Fosb,Gns
885,Fosb,Igf2r
886,Fosb,Mfsd7b
887,Fosb,Naga
888,Fosb,Nrde2
889,Fosb,Prkacb
890,Fosb,Sept9
891,Fosb,Sfmbt1
892,Fosb,Sfswap
893,Fosb,Slc38a4
894,Fosb,Tmem181a
895,Fosb,Trdmt1
896,Foxa2,4930579G24Rik
897,Foxa2,Acsl1
898,Foxa2,Arg1
899,Foxa2,Arx
900,Foxa2,Bex2
901,Foxa2,Foxp1
902,Foxa2,Grb10
903,Foxa2,Hnrnpk
904,Foxa2,Irf2bpl
905,Foxa2,Junb
906,Foxa2,Map1b
907,Foxa2,Mfap4
908,Foxa2,Mras
909,Foxa2,Nptx1
910,Foxa2,Peg3
911,Foxa2,Rpl7
912,Foxa2,Smarce1
913,Foxa2,Tsc22d1
914,Foxa3,Arhgef10l
915,Foxa3,Arhgef2
916,Foxa3,Bcar1
917,Foxa3,Bcl7a
918,Foxa3,Btg2
919,Foxa3,Cacna2d1
920,Foxa3,Camk2n1
921,Foxa3,Casp6
922,Foxa3,Casz1
923,Foxa3,Cd63
924,Foxa3,Cdk4
925,Foxa3,Cdkn1a
926,Foxa3,Chd4
927,Foxa3,Cnot6l
928,Foxa3,D5Ertd579e
929,Foxa3,Dopey2
930,Foxa3,Eml5
931,Foxa3,Ezh2
932,Foxa3,Fam168a
933,Foxa3,Foxp1
934,Foxa3,Foxp4
935,Foxa3,Fus
936,Foxa3,Grasp
937,Foxa3,Gse1
938,Foxa3,Gspt1
939,Foxa3,Hnrnph3
940,Foxa3,Hpca
941,Foxa3,Ifitm2
942,Foxa3,Igfbpl1
943,Foxa3,Igsf21
944,Foxa3,Irs4
945,Foxa3,Kcnh2
946,Foxa3,Kcnh8
947,Foxa3,Kdm1a
948,Foxa3,Klhdc8a
949,Foxa3,Krt8
950,Foxa3,Ldb1
951,Foxa3,Lmna
952,Foxa3,Lrrc42
953,Foxa3,Miat
954,Foxa3,Mmd2
955,Foxa3,Nab2
956,Foxa3,Neurod2
957,Foxa3,Neurog3
958,Foxa3,Nup50
959,Foxa3,Pabpc1
960,Foxa3,Pcbp4
961,Foxa3,Pgm1
962,Foxa3,Plekhm1
963,Foxa3,Ppib
964,Foxa3,Ppm1f
965,Foxa3,Ppp3ca
966,Foxa3,Prox1
967,Foxa3,Ptma
968,Foxa3,Rab6a
969,Foxa3,Rbfox3
970,Foxa3,Rgs17
971,Foxa3,Runx1t1
972,Foxa3,Sept7
973,Foxa3,Setd5
974,Foxa3,Setd7
975,Foxa3,Shf
976,Foxa3,Shroom3
977,Foxa3,Slc16a5
978,Foxa3,Slc35d3
979,Foxa3,Smarca5
980,Foxa3,Sox4
981,Foxa3,St8sia2
982,Foxa3,Sulf2
983,Foxa3,Sult2b1
984,Foxa3,Tead2
985,Foxa3,Tecr
986,Foxa3,Tmem63b
987,Foxa3,Tmsb4x
988,Foxa3,Tox3
989,Foxa3,Tpm4
990,Foxa3,Trim13
991,Foxa3,Tspan12
992,Foxa3,Vasp
993,Foxa3,Vps37d
994,Foxa3,Zcchc11
995,Foxo1,1600020E01Rik
996,Foxo1,Arid1a
997,Foxo1,Arid4a
998,Foxo1,Coa7
999,Foxo1,D630045J12Rik
1000,Foxo1,Ehmt1
1001,Foxo1,Epb41l2
1002,Foxo1,Epb41l4a
1003,Foxo1,Eri3
1004,Foxo1,Fbxl12
1005,Foxo1,Fbxw11
1006,Foxo1,Gab1
1007,Foxo1,Gnaq
1008,Foxo1,Gpc3
1009,Foxo1,H3f3b
1010,Foxo1,Jak1
1011,Foxo1,Lypla2
1012,Foxo1,Map3k2
1013,Foxo1,Mat2a
1014,Foxo1,Mink1
1015,Foxo1,Morc2a
1016,Foxo1,Mrpl52
1017,Foxo1,Mt3
1018,Foxo1,Nek7
1019,Foxo1,Nf1
1020,Foxo1,Nmt2
1021,Foxo1,Nptx1
1022,Foxo1,Ophn1
1023,Foxo1,Pam
1024,Foxo1,Pard3b
1025,Foxo1,Pcgf2
1026,Foxo1,Pja2
1027,Foxo1,Prkaa1
1028,Foxo1,Ptprr
1029,Foxo1,Purb
1030,Foxo1,Rap1b
1031,Foxo1,Rdx
1032,Foxo1,Rev3l
1033,Foxo1,Sec31a
1034,Foxo1,Slc15a4
1035,Foxo1,Slc30a4
1036,Foxo1,Ssbp2
1037,Foxo1,Supt3
1038,Foxo1,Taf15
1039,Foxo1,Tmem42
1040,Foxo1,Usp1
1041,Foxo1,Xpo6
1042,Foxo1,Yeats2
1043,Foxo1,Zfp105
1044,Foxo1,Zfp462
1045,Foxo1,Zfp523
1046,Gabpa,Abhd5
1047,Gabpa,Acsl3
1048,Gabpa,Bmpr1a
1049,Gabpa,Errfi1
1050,Gabpa,Larp4
1051,Gabpa,Napepld
1052,Gabpb1,Actr2
1053,Gabpb1,Aggf1
1054,Gabpb1,Ammecr1
